time,qei_theta,qei_omega_filtered,qei_alpha_estimate,reference_position,reference_velocity,reference_acceleration
149.685,0,0,0,0,0,0
149.686,0,0,0,0,0,0
149.687,0,0,0,0,0,0
149.688,0,0,0,0,0,0
149.689,0,0,0,0,0,0
149.69,0,0,0,0,0,0
149.691,0,0,0,0,0,0
149.692,0,0,0,0,0,0
149.693,0,0,0,0,0,0
149.694,0,0,0,0,0,0
149.695,0,0,0,0,0,0
149.696,0,0,0,0,0,0
149.697,0,0,0,0,0,0
149.698,0,0,0,0,0,0
149.699,0,0,0,0,0,0
149.7,0,0,0,0,0,0
149.701,0,0,0,0,0,0
149.702,0,0,0,0,0,0
149.703,0,0,0,0,0,0
149.704,0,0,0,0,0,0
149.705,0,0,0,0,0,0
149.706,0,0,0,0,0,0
149.707,0,0,0,0,0,0
149.708,0,0,0,0,0,0
149.709,0,0,0,0,0,0
149.71,0,0,0,0,0,0
149.711,0,0,0,0,0,0
149.712,0,0,0,0,0,0
149.713,0,0,0,0,0,0
149.714,0,0,0,0,0,0
149.715,0,0,0,0,0,0
149.716,0,0,0,0,0,0
149.717,0,0,0,0,0,0
149.718,0,0,0,0,0,0
149.719,0,0,0,0,0,0
149.72,0,0,0,0,0,0
149.721,0,0,0,0,0,0
149.722,0,0,0,0,0,0
149.723,0,0,0,0,0,0
149.724,0,0,0,0,0,0
149.725,0,0,0,0,0,0
149.726,0,0,0,0,0,0
149.727,0,0,0,0,0,0
149.728,0,0,0,0,0,0
149.729,0,0,0,0,0,0
149.73,0,0,0,0,0,0
149.731,0,0,0,0,0,0
149.732,0,0,0,0,0,0
149.733,0,0,0,0,0,0
149.734,0,0,0,0,0,0
149.735,0,0,0,0,0,0
149.736,0,0,0,0,0,0
149.737,0,0,0,0,0,0
149.738,0,0,0,0,0,0
149.739,0,0,0,0,0,0
149.74,0,0,0,0,0,0
149.741,0,0,0,0,0,0
149.742,0,0,0,0,0,0
149.743,0,0,0,0,0,0
149.744,0,0,0,0,0,0
149.745,0,0,0,0,0,0
149.746,0,0,0,0,0,0
149.747,0,0,0,0,0,0
149.748,0,0,0,0,0,0
149.749,0,0,0,0,0,0
149.75,0,0,0,0,0,0
149.751,0,0,0,0,0,0
149.752,0,0,0,0,0,0
149.753,0,0,0,0,0,0
149.754,0,0,0,0,0,0
149.755,0,0,0,0,0,0
149.756,0,0,0,0,0,0
149.757,0,0,0,0,0,0
149.758,0,0,0,0,0,0
149.759,0,0,0,0,0,0
149.76,0,0,0,0,0,0
149.761,0,0,0,0,0,0
149.762,0,0,0,0,0,0
149.763,0,0,0,0,0,0
149.764,0,0,0,0,0,0
149.765,0,0,0,0,0,0
149.766,0,0,0,0,0,0
149.767,0,0,0,0,0,0
149.768,0,0,0,0,0,0
149.769,0,0,0,0,0,0
149.77,0,0,0,0,0,0
149.771,0,0,0,0,0,0
149.772,0,0,0,0,0,0
149.773,0,0,0,0,0,0
149.774,0,0,0,0,0,0
149.775,0,0,0,0,0,0
149.776,0,0,0,0,0,0
149.777,0,0,0,0,0,0
149.778,0,0,0,0,0,0
149.779,0,0,0,0,0,0
149.78,0,0,0,0,0,0
149.781,0,0,0,0,0,0
149.782,0,0,0,0,0,0
149.783,0,0,0,0,0,0
149.784,0,0,0,0,0,0
149.785,0,0,0,0,0,0
149.786,0,0,0,0,0,0
149.787,0,0,0,0,0,0
149.788,0,0,0,0,0,0
149.789,0,0,0,0,0,0
149.79,0,0,0,0,0,0
149.791,0,0,0,0,0,0
149.792,0,0,0,0,0,0
149.793,0,0,0,0,0,0
149.794,0,0,0,0,0,0
149.795,0,0,0,0,0,0
149.796,0,0,0,0,0,0
149.797,0,0,0,0,0,0
149.798,0,0,0,0,0,0
149.799,0,0,0,0,0,0
149.8,0,0,0,0,0,0
149.801,0,0,0,0,0,0
149.802,0,0,0,0,0,0
149.803,0,0,0,0,0,0
149.804,0,0,0,0,0,0
149.805,0,0,0,0,0,0
149.806,0,0,0,0,0,0
149.807,0,0,0,0,0,0
149.808,0,0,0,0,0,0
149.809,0,0,0,0,0,0
149.81,0,0,0,0,0,0
149.811,0,0,0,0,0,0
149.812,0,0,0,0,0,0
149.813,0,0,0,0,0,0
149.814,0,0,0,0,0,0
149.815,0,0,0,0,0,0
149.816,0,0,0,0,0,0
149.817,0,0,0,0,0,0
149.818,0,0,0,0,0,0
149.819,0,0,0,0,0,0
149.82,0,0,0,0,0,0
149.821,0,0,0,0,0,0
149.822,0,0,0,0,0,0
149.823,0,0,0,0,0,0
149.824,0,0,0,0,0,0
149.825,0,0,0,0,0,0
149.826,0,0,0,0,0,0
149.827,0,0,0,0,0,0
149.828,0,0,0,0,0,0
149.829,0,0,0,0,0,0
149.83,0,0,0,0,0,0
149.831,0,0,0,0,0,0
149.832,0,0,0,0,0,0
149.833,0,0,0,0,0,0
149.834,0,0,0,0,0,0
149.835,0,0,0,0,0,0
149.836,0,0,0,0,0,0
149.837,0,0,0,0,0,0
149.838,0,0,0,0,0,0
149.839,0,0,0,0,0,0
149.84,0,0,0,0,0,0
149.841,0,0,0,0,0,0
149.842,0,0,0,0,0,0
149.843,0,0,0,0,0,0
149.844,0,0,0,0,0,0
149.845,0,0,0,0,0,0
149.846,0,0,0,0,0,0
149.847,0,0,0,0,0,0
149.848,0,0,0,0,0,0
149.849,0,0,0,0,0,0
149.85,0,0,0,0,0,0
149.851,0,0,0,0,0,0
149.852,0,0,0,0,0,0
149.853,0,0,0,0,0,0
149.854,0,0,0,0,0,0
149.855,0,0,0,0,0,0
149.856,0,0,0,0,0,0
149.857,0,0,0,0,0,0
149.858,0,0,0,0,0,0
149.859,0,0,0,0,0,0
149.86,0,0,0,0,0,0
149.861,0,0,0,0,0,0
149.862,0,0,0,0,0,0
149.863,0,0,0,0,0,0
149.864,0,0,0,0,0,0
149.865,0,0,0,0,0,0
149.866,0,0,0,0,0,0
149.867,0,0,0,0,0,0
149.868,0,0,0,0,0,0
149.869,0,0,0,0,0,0
149.87,0,0,0,0,0,0
149.871,0,0,0,0,0,0
149.872,0,0,0,0,0,0
149.873,0,0,0,0,0,0
149.874,0,0,0,0,0,0
149.875,0,0,0,0,0,0
149.876,0,0,0,0,0,0
149.877,0,0,0,0,0,0
149.878,0,0,0,0,0,0
149.879,0,0,0,0,0,0
149.88,0,0,0,0,0,0
149.881,0,0,0,0,0,0
149.882,0,0,0,0,0,0
149.883,0,0,0,0,0,0
149.884,0,0,0,0,0,0
149.885,0,0,0,0,0,0
149.886,0,0,0,0,0,0
149.887,0,0,0,0,0,0
149.888,0,0,0,0,0,0
149.889,0,0,0,0,0,0
149.89,0,0,0,0,0,0
149.891,0,0,0,0,0,0
149.892,0,0,0,0,0,0
149.893,0,0,0,0,0,0
149.894,0,0,0,0,0,0
149.895,0,0,0,0,0,0
149.896,0,0,0,0,0,0
149.897,0,0,0,0,0,0
149.898,0,0,0,0,0,0
149.899,0,0,0,0,0,0
149.9,0,0,0,0,0,0
149.901,0,0,0,0,0,0
149.902,0,0,0,0,0,0
149.903,0,0,0,0,0,0
149.904,0,0,0,0,0,0
149.905,0,0,0,0,0,0
149.906,0,0,0,0,0,0
149.907,0,0,0,0,0,0
149.908,0,0,0,0,0,0
149.909,0,0,0,0,0,0
149.91,0,0,0,0,0,0
149.911,0,0,0,0,0,0
149.912,0,0,0,0,0,0
149.913,0,0,0,0,0,0
149.914,0,0,0,0,0,0
149.915,0,0,0,0,0,0
149.916,0,0,0,0,0,0
149.917,0,0,0,0,0,0
149.918,0,0,0,0,0,0
149.919,0,0,0,0,0,0
149.92,0,0,0,0,0,0
149.921,0,0,0,0,0,0
149.922,0,0,0,0,0,0
149.923,0,0,0,0,0,0
149.924,0,0,0,0,0,0
149.925,0,0,0,0,0,0
149.926,0,0,0,0,0,0
149.927,0,0,0,0,0,0
149.928,0,0,0,0,0,0
149.929,0,0,0,0,0,0
149.93,0,0,0,0,0,0
149.931,0,0,0,0,0,0
149.932,0,0,0,0,0,0
149.933,0,0,0,0,0,0
149.934,0,0,0,0,0,0
149.935,0,0,0,0,0,0
149.936,0,0,0,0,0,0
149.937,0,0,0,0,0,0
149.938,0,0,0,0,0,0
149.939,0,0,0,0,0,0
149.94,0,0,0,0,0,0
149.941,0,0,0,0,0,0
149.942,0,0,0,0,0,0
149.943,0,0,0,0,0,0
149.944,0,0,0,0,0,0
149.945,0,0,0,0,0,0
149.946,0,0,0,0,0,0
149.947,0,0,0,0,0,0
149.948,0,0,0,0,0,0
149.949,0,0,0,0,0,0
149.95,0,0,0,0,0,0
149.951,0,0,0,0,0,0
149.952,0,0,0,0,0,0
149.953,0,0,0,0,0,0
149.954,0,0,0,0,0,0
149.955,0,0,0,0,0,0
149.956,0,0,0,0,0,0
149.957,0,0,0,0,0,0
149.958,0,0,0,0,0,0
149.959,0,0,0,0,0,0
149.96,0,0,0,0,0,0
149.961,0,0,0,0,0,0
149.962,0,0,0,0,0,0
149.963,0,0,0,0,0,0
149.964,0,0,0,0,0,0
149.965,0,0,0,0,0,0
149.966,0,0,0,0,0,0
149.967,0,0,0,0,0,0
149.968,0,0,0,0,0,0
149.969,0,0,0,0,0,0
149.97,0,0,0,0,0,0
149.971,0,0,0,0,0,0
149.972,0,0,0,0,0,0
149.973,0,0,0,0,0,0
149.974,0,0,0,0,0,0
149.975,0,0,0,0,0,0
149.976,0,0,0,0,0,0
149.977,0,0,0,0,0,0
149.978,0,0,0,0,0,0
149.979,0,0,0,0,0,0
149.98,0,0,0,0,0,0
149.981,0,0,0,0,0,0
149.982,0,0,0,0,0,0
149.983,0,0,0,0,0,0
149.984,0,0,0,0,0,0
149.985,0,0,0,0,0,0
149.986,0,0,0,0,0,0
149.987,0,0,0,0,0,0
149.988,0,0,0,0,0,0
149.989,0,0,0,0,0,0
149.99,0,0,0,0,0,0
149.991,0,0,0,0,0,0
149.992,0,0,0,0,0,0
149.993,0,0,0,0,0,0
149.994,0,0,0,0,0,0
149.995,0,0,0,0,0,0
149.996,0,0,0,0,0,0
149.997,0,0,0,0,0,0
149.998,0,0,0,0,0,0
149.999,0,0,0,0,0,0
150,0,0,0,0,0,0
150.001,0,0,0,0,0,0
150.002,0,0,0,0,0,0
150.003,0,0,0,0,0,0
150.004,0,0,0,0,0,0
150.005,0,0,0,0,0,0
150.006,0,0,0,0,0,0
150.007,0,0,0,0,0,0
150.008,0,0,0,0,0,0
150.009,0,0,0,0,0,0
150.01,0,0,0,0,0,0
150.011,0,0,0,0,0,0
150.012,0,0,0,0,0,0
150.013,0,0,0,0,0,0
150.014,0,0,0,0,0,0
150.015,0,0,0,0,0,0
150.016,0,0,0,0,0,0
150.017,0,0,0,0,0,0
150.018,0,0,0,0,0,0
150.019,0,0,0,0,0,0
150.02,0,0,0,0,0,0
150.021,0,0,0,0,0,0
150.022,0,0,0,0,0,0
150.023,0,0,0,0,0,0
150.024,0,0,0,0,0,0
150.025,0,0,0,0,0,0
150.026,0,0,0,0,0,0
150.027,0,0,0,0,0,0
150.028,0,0,0,0,0,0
150.029,0,0,0,0,0,0
150.03,0,0,0,0,0,0
150.031,0,0,0,0,0,0
150.032,0,0,0,0,0,0
150.033,0,0,0,0,0,0
150.034,0,0,0,0,0,0
150.035,0,0,0,0,0,0
150.036,0,0,0,0,0,0
150.037,0,0,0,0,0,0
150.038,0,0,0,0,0,0
150.039,0,0,0,0,0,0
150.04,0,0,0,0,0,0
150.041,0,0,0,0,0,0
150.042,0,0,0,0,0,0
150.043,0,0,0,0,0,0
150.044,0,0,0,0,0,0
150.045,0,0,0,0,0,0
150.046,0,0,0,0,0,0
150.047,0,0,0,0,0,0
150.048,0,0,0,0,0,0
150.049,0,0,0,0,0,0
150.05,0,0,0,0,0,0
150.051,0,0,0,0,0,0
150.052,0,0,0,0,0,0
150.053,0,0,0,0,0,0
150.054,0,0,0,0,0,0
150.055,0,0,0,0,0,0
150.056,0,0,0,0,0,0
150.057,0,0,0,0,0,0
150.058,0,0,0,0,0,0
150.059,0,0,0,0,0,0
150.06,0,0,0,0,0,0
150.061,0,0,0,0,0,0
150.062,0,0,0,0,0,0
150.063,0,0,0,0,0,0
150.064,0,0,0,0,0,0
150.065,0,0,0,0,0,0
150.066,0,0,0,0,0,0
150.067,0,0,0,0,0,0
150.068,0,0,0,0,0,0
150.069,0,0,0,0,0,0
150.07,0,0,0,0,0,0
150.071,0,0,0,0,0,0
150.072,0,0,0,0,0,0
150.073,0,0,0,0,0,0
150.074,0,0,0,0,0,0
150.075,0,0,0,0,0,0
150.076,0,0,0,0,0,0
150.077,0,0,0,0,0,0
150.078,0,0,0,0,0,0
150.079,0,0,0,0,0,0
150.08,0,0,0,0,0,0
150.081,0,0,0,0,0,0
150.082,0,0,0,0,0,0
150.083,0,0,0,0,0,0
150.084,0,0,0,0,0,0
150.085,0,0,0,0,0,0
150.086,0,0,0,0,0,0
150.087,0,0,0,0,0,0
150.088,0,0,0,0,0,0
150.089,0,0,0,0,0,0
150.09,0,0,0,0,0,0
150.091,0,0,0,0,0,0
150.092,0,0,0,0,0,0
150.093,0,0,0,0,0,0
150.094,0,0,0,0,0,0
150.095,0,0,0,0,0,0
150.096,0,0,0,0,0,0
150.097,0,0,0,0,0,0
150.098,0,0,0,0,0,0
150.099,0,0,0,0,0,0
150.1,0,0,0,0,0,0
150.101,0,0,0,0,0,0
150.102,0,0,0,0,0,0
150.103,0,0,0,0,0,0
150.104,0,0,0,0,0,0
150.105,0,0,0,0,0,0
150.106,0,0,0,0,0,0
150.107,0,0,0,0,0,0
150.108,0,0,0,0,0,0
150.109,0,0,0,0,0,0
150.11,0,0,0,0,0,0
150.111,0,0,0,0,0,0
150.112,0,0,0,0,0,0
150.113,0,0,0,0,0,0
150.114,0,0,0,0,0,0
150.115,0,0,0,0,0,0
150.116,0,0,0,0,0,0
150.117,0,0,0,0,0,0
150.118,0,0,0,0,0,0
150.119,0,0,0,0,0,0
150.12,0,0,0,0,0,0
150.121,0,0,0,0,0,0
150.122,0,0,0,0,0,0
150.123,0,0,0,0,0,0
150.124,0,0,0,0,0,0
150.125,0,0,0,0,0,0
150.126,0,0,0,0,0,0
150.127,0,0,0,0,0,0
150.128,0,0,0,0,0,0
150.129,0,0,0,0,0,0
150.13,0,0,0,0,0,0
150.131,0,0,0,0,0,0
150.132,0,0,0,0,0,0
150.133,0,0,0,0,0,0
150.134,0,0,0,0,0,0
150.135,0,0,0,0,0,0
150.136,0,0,0,0,0,0
150.137,0,0,0,0,0,0
150.138,0,0,0,0,0,0
150.139,0,0,0,0,0,0
150.14,0,0,0,0,0,0
150.141,0,0,0,0,0,0
150.142,0,0,0,0,0,0
150.143,0,0,0,0,0,0
150.144,0,0,0,0,0,0
150.145,0,0,0,0,0,0
150.146,0,0,0,0,0,0
150.147,0,0,0,0,0,0
150.148,0,0,0,0,0,0
150.149,0,0,0,0,0,0
150.15,0,0,0,0,0,0
150.151,0,0,0,0,0,0
150.152,0,0,0,0,0,0
150.153,0,0,0,0,0,0
150.154,0,0,0,0,0,0
150.155,0,0,0,0,0,0
150.156,0,0,0,0,0,0
150.157,0,0,0,0,0,0
150.158,0,0,0,0,0,0
150.159,0,0,0,0,0,0
150.16,0,0,0,0,0,0
150.161,0,0,0,0,0,0
150.162,0,0,0,0,0,0
150.163,0,0,0,0,0,0
150.164,0,0,0,0,0,0
150.165,0,0,0,0,0,0
150.166,0,0,0,0,0,0
150.167,0,0,0,0,0,0
150.168,0,0,0,0,0,0
150.169,0,0,0,0,0,0
150.17,0,0,0,0,0,0
150.171,0,0,0,0,0,0
150.172,0,0,0,0,0,0
150.173,0,0,0,0,0,0
150.174,0,0,0,0,0,0
150.175,0,0,0,0,0,0
150.176,0,0,0,0,0,0
150.177,0,0,0,0,0,0
150.178,0,0,0,0,0,0
150.179,0,0,0,0,0,0
150.18,0,0,0,0,0,0
150.181,0,0,0,0,0,0
150.182,0,0,0,0,0,0
150.183,0,0,0,0,0,0
150.184,0,0,0,0,0,0
150.185,0,0,0,0,0,0
150.186,0,0,0,0,0,0
150.187,0,0,0,0,0,0
150.188,0,0,0,0,0,0
150.189,0,0,0,0,0,0
150.19,0,0,0,0,0,0
150.191,0,0,0,0,0,0
150.192,0,0,0,0,0,0
150.193,0,0,0,0,0,0
150.194,0,0,0,0,0,0
150.195,0,0,0,0,0,0
150.196,0,0,0,0,0,0
150.197,0,0,0,0,0,0
150.198,0,0,0,0,0,0
150.199,0,0,0,0,0,0
150.2,0,0,0,0,0,0
150.201,0,0,0,0,0,0
150.202,0,0,0,0,0,0
150.203,0,0,0,0,0,0
150.204,0,0,0,0,0,0
150.205,0,0,0,0,0,0
150.206,0,0,0,0,0,0
150.207,0,0,0,0,0,0
150.208,0,0,0,0,0,0
150.209,0,0,0,0,0,0
150.21,0,0,0,0,0,0
150.211,0,0,0,0,0,0
150.212,0,0,0,0,0,0
150.213,0,0,0,0,0,0
150.214,0,0,0,0,0,0
150.215,0,0,0,0,0,0
150.216,0,0,0,0,0,0
150.217,0,0,0,0,0,0
150.218,0,0,0,0,0,0
150.219,0,0,0,0,0,0
150.22,0,0,0,0,0,0
150.221,0,0,0,0,0,0
150.222,0,0,0,0,0,0
150.223,0,0,0,0,0,0
150.224,0,0,0,0,0,0
150.225,0,0,0,0,0,0
150.226,0,0,0,0,0,0
150.227,0,0,0,0,0,0
150.228,0,0,0,0,0,0
150.229,0,0,0,0,0,0
150.23,0,0,0,0,0,0
150.231,0,0,0,0,0,0
150.232,0,0,0,0,0,0
150.233,0,0,0,0,0,0
150.234,0,0,0,0,0,0
150.235,0,0,0,0,0,0
150.236,0,0,0,0,0,0
150.237,0,0,0,0,0,0
150.238,0,0,0,0,0,0
150.239,0,0,0,0,0,0
150.24,0,0,0,0,0,0
150.241,0,0,0,0,0,0
150.242,0,0,0,0,0,0
150.243,0,0,0,0,0,0
150.244,0,0,0,0,0,0
150.245,0,0,0,0,0,0
150.246,0,0,0,0,0,0
150.247,0,0,0,0,0,0
150.248,0,0,0,0,0,0
150.249,0,0,0,0,0,0
150.25,0,0,0,0,0,0
150.251,0,0,0,0,0,0
150.252,0,0,0,0,0,0
150.253,0,0,0,0,0,0
150.254,0,0,0,0,0,0
150.255,0,0,0,0,0,0
150.256,0,0,0,0,0,0
150.257,0,0,0,0,0,0
150.258,0,0,0,0,0,0
150.259,0,0,0,0,0,0
150.26,0,0,0,0,0,0
150.261,0,0,0,0,0,0
150.262,0,0,0,0,0,0
150.263,0,0,0,0,0,0
150.264,0,0,0,0,0,0
150.265,0,0,0,0,0,0
150.266,0,0,0,0,0,0
150.267,0,0,0,0,0,0
150.268,0,0,0,0,0,0
150.269,0,0,0,0,0,0
150.27,0,0,0,0,0,0
150.271,0,0,0,0,0,0
150.272,0,0,0,0,0,0
150.273,0,0,0,0,0,0
150.274,0,0,0,0,0,0
150.275,0,0,0,0,0,0
150.276,0,0,0,0,0,0
150.277,0,0,0,0,0,0
150.278,0,0,0,0,0,0
150.279,0,0,0,0,0,0
150.28,0,0,0,0,0,0
150.281,0,0,0,0,0,0
150.282,0,0,0,0,0,0
150.283,0,0,0,0,0,0
150.284,0,0,0,0,0,0
150.285,0,0,0,0,0,0
150.286,0,0,0,0,0,0
150.287,0,0,0,0,0,0
150.288,0,0,0,0,0,0
150.289,0,0,0,0,0,0
150.29,0,0,0,0,0,0
150.291,0,0,0,0,0,0
150.292,0,0,0,0,0,0
150.293,0,0,0,0,0,0
150.294,0,0,0,0,0,0
150.295,0,0,0,0,0,0
150.296,0,0,0,0,0,0
150.297,0,0,0,0,0,0
150.298,0,0,0,0,0,0
150.299,0,0,0,0,0,0
150.3,0,0,0,0,0,0
150.301,0,0,0,0,0,0
150.302,0,0,0,0,0,0
150.303,0,0,0,0,0,0
150.304,0,0,0,0,0,0
150.305,0,0,0,0,0,0
150.306,0,0,0,0,0,0
150.307,0,0,0,0,0,0
150.308,0,0,0,0,0,0
150.309,0,0,0,0,0,0
150.31,0,0,0,0,0,0
150.311,0,0,0,0,0,0
150.312,0,0,0,0,0,0
150.313,0,0,0,0,0,0
150.314,0,0,0,0,0,0
150.315,0,0,0,0,0,0
150.316,0,0,0,0,0,0
150.317,0,0,0,0,0,0
150.318,0,0,0,0,0,0
150.319,0,0,0,0,0,0
150.32,0,0,0,0,0,0
150.321,0,0,0,0,0,0
150.322,0,0,0,0,0,0
150.323,0,0,0,0,0,0
150.324,0,0,0,0,0,0
150.325,0,0,0,0,0,0
150.326,0,0,0,0,0,0
150.327,0,0,0,0,0,0
150.328,0,0,0,0,0,0
150.329,0,0,0,0,0,0
150.33,0,0,0,0,0,0
150.331,0,0,0,0,0,0
150.332,0,0,0,0,0,0
150.333,0,0,0,0,0,0
150.334,0,0,0,0,0,0
150.335,0,0,0,0,0,0
150.336,0,0,0,0,0,0
150.337,0,0,0,0,0,0
150.338,0,0,0,0,0,0
150.339,0,0,0,0,0,0
150.34,0,0,0,0,0,0
150.341,0,0,0,0,0,0
150.342,0,0,0,0,0,0
150.343,0,0,0,0,0,0
150.344,0,0,0,0,0,0
150.345,0,0,0,0,0,0
150.346,0,0,0,0,0,0
150.347,0,0,0,0,0,0
150.348,0,0,0,0,0,0
150.349,0,0,0,0,0,0
150.35,0,0,0,0,0,0
150.351,0,0,0,0,0,0
150.352,0,0,0,0,0,0
150.353,0,0,0,0,0,0
150.354,0,0,0,0,0,0
150.355,0,0,0,0,0,0
150.356,0,0,0,0,0,0
150.357,0,0,0,0,0,0
150.358,0,0,0,0,0,0
150.359,0,0,0,0,0,0
150.36,0,0,0,0,0,0
150.361,0,0,0,0,0,0
150.362,0,0,0,0,0,0
150.363,0,0,0,0,0,0
150.364,0,0,0,0,0,0
150.365,0,0,0,0,0,0
150.366,0,0,0,0,0,0
150.367,0,0,0,0,0,0
150.368,0,0,0,0,0,0
150.369,0,0,0,0,0,0
150.37,0,0,0,0,0,0
150.371,0,0,0,0,0,0
150.372,0,0,0,0,0,0
150.373,0,0,0,0,0,0
150.374,0,0,0,0,0,0
150.375,0,0,0,0,0,0
150.376,0,0,0,0,0,0
150.377,0,0,0,0,0,0
150.378,0,0,0,0,0,0
150.379,0,0,0,0,0,0
150.38,0,0,0,0,0,0
150.381,0,0,0,0,0,0
150.382,0,0,0,0,0,0
150.383,0,0,0,0,0,0
150.384,0,0,0,0,0,0
150.385,0,0,0,0,0,0
150.386,0,0,0,0,0,0
150.387,0,0,0,0,0,0
150.388,0,0,0,0,0,0
150.389,0,0,0,0,0,0
150.39,0,0,0,0,0,0
150.391,0,0,0,0,0,0
150.392,0,0,0,0,0,0
150.393,0,0,0,0,0,0
150.394,0,0,0,0,0,0
150.395,0,0,0,0,0,0
150.396,0,0,0,0,0,0
150.397,0,0,0,0,0,0
150.398,0,0,0,0,0,0
150.399,0,0,0,0,0,0
150.4,0,0,0,0,0,0
150.401,0,0,0,0,0,0
150.402,0,0,0,0,0,0
150.403,0,0,0,0,0,0
150.404,0,0,0,0,0,0
150.405,0,0,0,0,0,0
150.406,0,0,0,0,0,0
150.407,0,0,0,0,0,0
150.408,0,0,0,0,0,0
150.409,0,0,0,0,0,0
150.41,0,0,0,0,0,0
150.411,0,0,0,0,0,0
150.412,0,0,0,0,0,0
150.413,0,0,0,0,0,0
150.414,0,0,0,0,0,0
150.415,0,0,0,0,0,0
150.416,0,0,0,0,0,0
150.417,0,0,0,0,0,0
150.418,0,0,0,0,0,0
150.419,0,0,0,0,0,0
150.42,0,0,0,0,0,0
150.421,0,0,0,0,0,0
150.422,0,0,0,0,0,0
150.423,0,0,0,0,0,0
150.424,0,0,0,0,0,0
150.425,0,0,0,0,0,0
150.426,0,0,0,0,0,0
150.427,0,0,0,0,0,0
150.428,0,0,0,0,0,0
150.429,0,0,0,0,0,0
150.43,0,0,0,0,0,0
150.431,0,0,0,0,0,0
150.432,0,0,0,0,0,0
150.433,0,0,0,0,0,0
150.434,0,0,0,0,0,0
150.435,0,0,0,0,0,0
150.436,0,0,0,0,0,0
150.437,0,0,0,0,0,0
150.438,0,0,0,0,0,0
150.439,0,0,0,0,0,0
150.44,0,0,0,0,0,0
150.441,0,0,0,0,0,0
150.442,0,0,0,0,0,0
150.443,0,0,0,0,0,0
150.444,0,0,0,0,0,0
150.445,0,0,0,0,0,0
150.446,0,0,0,0,0,0
150.447,0,0,0,0,0,0
150.448,0,0,0,0,0,0
150.449,0,0,0,0,0,0
150.45,0,0,0,0,0,0
150.451,0,0,0,0,0,0
150.452,0,0,0,0,0,0
150.453,0,0,0,0,0,0
150.454,0,0,0,0,0,0
150.455,0,0,0,0,0,0
150.456,0,0,0,0,0,0
150.457,0,0,0,0,0,0
150.458,0,0,0,0,0,0
150.459,0,0,0,0,0,0
150.46,0,0,0,0,0,0
150.461,0,0,0,0,0,0
150.462,0,0,0,0,0,0
150.463,0,0,0,0,0,0
150.464,0,0,0,0,0,0
150.465,0,0,0,0,0,0
150.466,0,0,0,0,0,0
150.467,0,0,0,0,0,0
150.468,0,0,0,0,0,0
150.469,0,0,0,0,0,0
150.47,0,0,0,0,0,0
150.471,0,0,0,0,0,0
150.472,0,0,0,0,0,0
150.473,0,0,0,0,0,0
150.474,0,0,0,0,0,0
150.475,0,0,0,0,0,0
150.476,0,0,0,0,0,0
150.477,0,0,0,0,0,0
150.478,0,0,0,0,0,0
150.479,0,0,0,0,0,0
150.48,0,0,0,0,0,0
150.481,0,0,0,0,0,0
150.482,0,0,0,0,0,0
150.483,0,0,0,0,0,0
150.484,0,0,0,0,0,0
150.485,0,0,0,0,0,0
150.486,0,0,0,0,0,0
150.487,0,0,0,0,0,0
150.488,0,0,0,0,0,0
150.489,0,0,0,0,0,0
150.49,0,0,0,0,0,0
150.491,0,0,0,0,0,0
